IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EUR,Europe,Country,SMR,San Marino,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,,,,,,,.,,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EUR,Europe,Country,SMR,San Marino,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,,,,,,,.,,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EUR,Europe,Country,SMR,San Marino,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,,,,,,,.,,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,,,,,,,.,,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,,,,,,,.,,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,,,,,,,.,,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0,,,0,,0.1,0 [0 – 0.1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0,,,0,,0.1,0 [0 – 0.1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0,,,0,,0.1,0 [0 – 0.1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0,,,0,,0.1,0 [0 – 0.1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0,,,0,,0.1,0 [0 – 0.1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0,,,0,,0.2,0 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0,,,0,,0.2,0 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0,,,0,,0.2,0 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0,,,0,,0.2,0 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0,,,0,,0.2,0 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0,,,0,,0.2,0 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0,,,0,,0.3,0 [0 – 0.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0,,,0,,0.3,0 [0 – 0.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0,,,0,,0,0 [0 – 0],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0,,,0,,0,0 [0 – 0],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0,,,0,,0,0 [0 – 0],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,0,,0.2,0.1 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,0,,0.2,0.1 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,0,,0.2,0.1 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.1,,,0,,0.2,0.1 [0 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0.1,,,0,,0.3,0.1 [0 – 0.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,0,,0.3,0.1 [0 – 0.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0.1,,,0,,0.3,0.1 [0 – 0.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,0.1,,0.2,0.1 [0.1 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,0.1,,0.2,0.1 [0.1 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,0.1,,0.2,0.1 [0.1 – 0.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,0,,0.6,0.2 [0 – 0.6],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,COM,Comoros,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.1,,0.3,0.2 [0.1 – 0.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.1,,0.3,0.2 [0.1 – 0.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.1,,0.4,0.2 [0.1 – 0.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.1,,0.4,0.2 [0.1 – 0.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.1,,0.4,0.2 [0.1 – 0.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,NER,Niger,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.1,,0.4,0.2 [0.1 – 0.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.1,,0.4,0.2 [0.1 – 0.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,0.1,,0.5,0.2 [0.1 – 0.5],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.2,,0.4,0.2 [0.2 – 0.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,0.2,,0.6,0.2 [0.2 – 0.6],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.3,,0.8,0.2 [0.3 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,0.4,,0.8,0.2 [0.4 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.1,,0.5,0.3 [0.1 – 0.5],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.3,,,0.1,,0.8,0.3 [0.1 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0.3,,,0.1,,0.8,0.3 [0.1 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.2,,0.4,0.3 [0.2 – 0.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.2,,0.6,0.3 [0.2 – 0.6],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.3,,0.6,0.3 [0.3 – 0.6],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.3,,0.7,0.3 [0.3 – 0.7],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.7,,1.2,0.3 [0.7 – 1.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0.4,,,0,,1,0.4 [0 – 1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.4,,,0.1,,0.9,0.4 [0.1 – 0.9],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,MLI,Mali,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.4,,,0.2,,0.6,0.4 [0.2 – 0.6],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.4,,,0.2,,0.8,0.4 [0.2 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.4,,,0.2,,0.8,0.4 [0.2 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.4,,,0.3,,0.8,0.4 [0.3 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0.4,,,0.3,,1,0.4 [0.3 – 1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.4,,,0.8,,2,0.4 [0.8 – 2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.5,,,0.1,,1.1,0.5 [0.1 – 1.1],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.3,,0.7,0.5 [0.3 – 0.7],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,TCD,Chad,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.3,,0.8,0.5 [0.3 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.3,,0.8,0.5 [0.3 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.4,,0.7,0.5 [0.4 – 0.7],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.5,,,0.5,,1.2,0.5 [0.5 – 1.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.7,,1.3,0.5 [0.7 – 1.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.5,,,0.8,,1.6,0.5 [0.8 – 1.6],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0.6,,,0.1,,1.3,0.6 [0.1 – 1.3],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016-2018,true,Sex,Both sexes,BTSX,,,,,,,,,,0.6,,,0.2,,1.2,0.6 [0.2 – 1.2],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016-2018,true,Sex,Male,MLE,,,,,,,,,,0.6,,,0.3,,1.4,0.6 [0.3 – 1.4],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.6,,,0.4,,0.8,0.6 [0.4 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EUR,Europe,Country,TUR,Turkey,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.6,,,0.4,,0.8,0.6 [0.4 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.6,,,0.5,,0.8,0.6 [0.5 – 0.8],,,EN,2020-05-15T22:00:00.000Z
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2016-2018,true,Sex,Female,FMLE,,,,,,,,,,0.6,,,0.5,,0.9,0.6 [0.5 – 0.9],,,EN,2020-05-15T22:00:00.000Z
