IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2010-2017,true,,,,,,,,,,,,,0,,,,,,0,,"MICS 2011-12. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2010-2017,true,,,,,,,,,,,,,0,,,,,,0,,"MICS 2015-16. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2010-2017,true,,,,,,,,,,,,,0,,,,,,0,,"DHS 2007. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2010-2017,true,,,,,,,,,,,,,0,,,,,,0,,"MICS 2012. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2010-2017,true,,,,,,,,,,,,,0,,,,,,0,,"MICS 2006. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,BRB,Barbados,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2012. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"RHS 2010. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"SUSENAS 2013. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2011. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2009. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"DHS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2013. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2011. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2012. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"DHS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"DHS 2003. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,TUR,Turkey,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"DHS 2013. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2013. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2010-2017,true,,,,,,,,,,,,,1,,,,,,1,,"MICS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2010-2017,true,,,,,,,,,,,,,10,,,,,,10,,"DHS 2010. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2010-2017,true,,,,,,,,,,,,,10,,,,,,10,,"MICS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,COM,Comoros,Year,2010-2017,true,,,,,,,,,,,,,10,,,,,,10,,"DHS 2012. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2010-2017,true,,,,,,,,,,,,,10,,,,,,10,,"DHS 2013-14. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2010-2017,true,,,,,,,,,,,,,10,,,,,,10,,"ENDESA 2011-12. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2010-2017,true,,,,,,,,,,,,,10,,,,,,10,,"DHS 2011. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2010-2017,true,,,,,,,,,,,,,11,,,,,,11,,"PNDS 2006. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2010-2017,true,,,,,,,,,,,,,12,,,,,,12,,"MICS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2010-2017,true,,,,,,,,,,,,,12,,,,,,12,,"ENSOMD 2012-13. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2010-2017,true,,,,,,,,,,,,,12,,,,,,12,,"MICS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2010-2017,true,,,,,,,,,,,,,13,,,,,,13,,"EPHS 2010. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2010-2017,true,,,,,,,,,,,,,13,,,,,,13,,"DHS 2013. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2010-2017,true,,,,,,,,,,,,,14,,,,,,14,,"DHS 2016. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2010-2017,true,,,,,,,,,,,,,14,,,,,,14,,"DHS 2011. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,MLI,Mali,Year,2010-2017,true,,,,,,,,,,,,,17,,,,,,17,,"MICS 2015. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2010-2017,true,,,,,,,,,,,,,18,,,,,,18,,"MICS 2015. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2010-2017,true,,,,,,,,,,,,,18,,,,,,18,,"MICS 2016-17. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,GIN,Guinea,Year,2010-2017,true,,,,,,,,,,,,,19,,,,,,19,,"MICS 2016. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2011. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2015. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"MICS 2006. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2015. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,NAM,Namibia,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2013. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2007. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2006. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2013. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2010-2017,true,,,,,,,,,,,,,2,,,,,,2,,"DHS 2006-07. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2010-2017,true,,,,,,,,,,,,,22,,,,,,22,,"DHS 2014. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,NER,Niger,Year,2010-2017,true,,,,,,,,,,,,,28,,,,,,28,,"DHS 2012. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2010-2017,true,,,,,,,,,,,,,29,,,,,,29,,"MICS 2010. Source: UNICEF global databases, 2018, based on Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other nationally representative surveys.",EN,2018-04-08T22:00:00.000Z
